Plate,Col,Row,Experiment,Plot.ID.Old,Plot.IDNew,SampleDate,Vern,Cult,Pp,sample_well
GEP9,10,A,4,1051,401051,2014-11-04,Full,Batten Spr,8,A10
GEP9,11,A,4,1087,401087,2014-11-11,Full,Saracen,8,A11
GEP9,12,A,4,1190,401190,2014-11-11,Full,Batten Win,8,A12
GEP9,2,A,4,1172,401172,2014-10-28,Full,Batten Win,8,A2
GEP9,3,A,4,1115,401115,2014-10-28,Full,Saracen,8,A3
GEP9,4,A,4,1030,401030,2014-10-28,Full,Otane,8,A4
GEP9,5,A,4,207,400207,2014-10-28,None,Amarok,8,A5
GEP9,6,A,4,47,400047,2014-10-28,None,Batten Spr,8,A6
GEP9,7,A,4,207,400207,2014-11-03,None,Amarok,8,A7
GEP9,8,A,4,1244,401244,2014-11-04,Full,CRWT153,8,A8
GEP9,9,A,4,1156,401156,2014-11-04,Full,Amarok,8,A9
GEP9,1,B,4,1105,401105,2014-10-21,Full,Saracen,8,B1
GEP9,10,B,4,1058,401058,2014-11-04,Full,Batten Spr,8,B10
GEP9,11,B,4,1035,401035,2014-11-11,Full,Batten Spr,8,B11
GEP9,12,B,4,1220,401220,2014-11-11,Full,CRWT153,8,B12
GEP9,2,B,4,1165,401165,2014-10-28,Full,Batten Win,8,B2
GEP9,3,B,4,1072,401072,2014-10-28,Full,Batten Spr,8,B3
GEP9,4,B,4,1021,401021,2014-10-28,Full,Otane,8,B4
GEP9,5,B,4,168,400168,2014-10-28,None,Amarok,8,B5
GEP9,6,B,4,86,400086,2014-11-03,None,Batten Spr,8,B6
GEP9,7,B,4,186,400186,2014-11-03,None,Amarok,8,B7
GEP9,8,B,4,1251,401251,2014-11-04,Full,CRWT153,8,B8
GEP9,9,B,4,1166,401166,2014-11-04,Full,Batten Win,8,B9
GEP9,1,C,4,1140,401140,2014-10-21,Full,Amarok,8,C1
GEP9,10,C,4,1268,401268,2014-11-11,Full,CRWT153,8,C10
GEP9,11,C,4,1096,401096,2014-11-11,Full,Saracen,8,C11
GEP9,12,C,4,1193,401193,2014-11-11,Full,Batten Win,8,C12
GEP9,2,C,4,1177,401177,2014-10-28,Full,Batten Win,8,C2
GEP9,3,C,4,1048,401048,2014-10-28,Full,Batten Spr,8,C3
GEP9,4,C,4,220,400220,2014-10-28,None,Batten Win,8,C4
GEP9,5,C,4,197,400197,2014-10-28,None,Amarok,8,C5
GEP9,6,C,4,79,400079,2014-11-03,None,Batten Spr,8,C6
GEP9,7,C,4,352,400352,2014-11-03,None,CRWT153,8,C7
GEP9,8,C,4,1242,401242,2014-11-04,Full,CRWT153,8,C8
GEP9,9,C,4,1187,401187,2014-11-04,Full,Batten Win,8,C9
GEP9,1,D,4,1139,401139,2014-10-21,Full,Amarok,8,D1
GEP9,10,D,4,1263,401263,2014-11-11,Full,CRWT153,8,D10
GEP9,11,D,4,1045,401045,2014-11-11,Full,Batten Spr,8,D11
GEP9,12,D,4,1135,401135,2014-11-11,Full,Amarok,8,D12
GEP9,2,D,4,1136,401136,2014-10-28,Full,Amarok,8,D2
GEP9,3,D,4,1049,401049,2014-10-28,Full,Batten Spr,8,D3
GEP9,4,D,4,250,400250,2014-10-28,None,Batten Win,8,D4
GEP9,5,D,4,132,400132,2014-10-28,None,Saracen,8,D5
GEP9,6,D,4,67,400067,2014-11-03,None,Batten Spr,8,D6
GEP9,7,D,4,302,400302,2014-11-03,None,CRWT153,8,D7
GEP9,8,D,4,1014,401014,2014-11-04,Full,Otane,8,D8
GEP9,9,D,4,1178,401178,2014-11-04,Full,Batten Win,8,D9
GEP9,1,E,4,1145,401145,2014-10-21,Full,Amarok,8,E1
GEP9,10,E,4,1240,401240,2014-11-11,Full,CRWT153,8,E10
GEP9,11,E,4,1088,401088,2014-11-11,Full,Saracen,8,E11
GEP9,12,E,4,NA,NA,NA,NA,NA,NA,E12
GEP9,2,E,4,1142,401142,2014-10-28,Full,Amarok,8,E2
GEP9,3,E,4,1265,401265,2014-10-28,Full,CRWT153,8,E3
GEP9,4,E,4,239,400239,2014-10-28,None,Batten Win,8,E4
GEP9,5,E,4,125,400125,2014-10-28,None,Saracen,8,E5
GEP9,6,E,4,132,400132,2014-11-03,None,Saracen,8,E6
GEP9,7,E,4,299,400299,2014-11-03,None,CRWT153,8,E7
GEP9,8,E,4,1022,401022,2014-11-04,Full,Otane,8,E8
GEP9,9,E,4,1103,401103,2014-11-04,Full,Saracen,8,E9
GEP9,1,F,4,1026,401026,2014-10-21,Full,Otane,8,F1
GEP9,10,F,4,306,400306,2014-11-11,None,CRWT153,8,F10
GEP9,11,F,4,1057,401057,2014-11-11,Full,Batten Spr,8,F11
GEP9,12,F,4,NA,NA,NA,NA,NA,NA,F12
GEP9,2,F,4,1158,401158,2014-10-28,Full,Amarok,8,F2
GEP9,3,F,4,1241,401241,2014-10-28,Full,CRWT153,8,F3
GEP9,4,F,4,313,400313,2014-10-28,None,CRWT153,8,F4
GEP9,5,F,4,142,400142,2014-10-28,None,Saracen,8,F5
GEP9,6,F,4,103,400103,2014-11-03,None,Saracen,8,F6
GEP9,7,F,4,268,400268,2014-11-03,None,Batten Win,8,F7
GEP9,8,F,4,1018,401018,2014-11-04,Full,Otane,8,F8
GEP9,9,F,4,1102,401102,2014-11-04,Full,Saracen,8,F9
GEP9,1,G,4,1031,401031,2014-10-21,Full,Otane,8,G1
GEP9,10,G,4,337,400337,2014-11-11,None,CRWT153,8,G10
GEP9,11,G,4,1134,401134,2014-11-11,Full,Amarok,8,G11
GEP9,12,G,4,NA,NA,NA,NA,NA,NA,G12
GEP9,2,G,4,1100,401100,2014-10-28,Full,Saracen,8,G2
GEP9,3,G,4,1247,401247,2014-10-28,Full,CRWT153,8,G3
GEP9,4,G,4,307,400307,2014-10-28,None,CRWT153,8,G4
GEP9,5,G,4,86,400086,2014-10-28,None,Batten Spr,8,G5
GEP9,6,G,4,125,400125,2014-11-03,None,Saracen,8,G6
GEP9,7,G,4,239,400239,2014-11-03,None,Batten Win,8,G7
GEP9,8,G,4,1157,401157,2014-11-04,Full,Amarok,8,G8
GEP9,9,G,4,1111,401111,2014-11-04,Full,Saracen,8,G9
GEP9,1,H,4,1016,401016,2014-10-21,Full,Otane,8,H1
GEP9,10,H,4,296,400296,2014-11-11,None,CRWT153,8,H10
GEP9,11,H,4,1198,401198,2014-11-11,Full,Batten Win,8,H11
GEP9,12,H,4,NA,NA,NA,NA,NA,NA,H12
GEP9,2,H,4,1108,401108,2014-10-28,Full,Saracen,8,H2
GEP9,3,H,4,1023,401023,2014-10-28,Full,Otane,8,H3
GEP9,4,H,4,352,400352,2014-10-28,None,CRWT153,8,H4
GEP9,5,H,4,67,400067,2014-10-28,None,Batten Spr,8,H5
GEP9,6,H,4,182,400182,2014-11-03,None,Amarok,8,H6
GEP9,7,H,4,258,400258,2014-11-03,None,Batten Win,8,H7
GEP9,8,H,4,1160,401160,2014-11-04,Full,Amarok,8,H8
GEP9,9,H,4,1073,401073,2014-11-04,Full,Batten Spr,8,H9
