"Well","SampleName","TargetName","Task","Reporter","Ct","plate","geno_set"
"G8","179 SCN S9","EGF1a","Unknown","SYBR",23.4500198364258,"3","Ot+Scn"
"G9","179 SCN S9","EGF1a","Unknown","SYBR",23.3675384521484,"3","Ot+Scn"
"G12","NT","EGF1a","NTC","SYBR",NA,"3","Ot+Scn"
"H2","186 SCN S7","EGF1a","Unknown","SYBR",24.3073501586914,"3","Ot+Scn"
"H3","186 SCN S7","EGF1a","Unknown","SYBR",24.2778854370117,"3","Ot+Scn"
"H4","159 OTE S8","EGF1a","Unknown","SYBR",25.4810657501221,"3","Ot+Scn"
"H5","159 OTE S8","EGF1a","Unknown","SYBR",25.6504917144775,"3","Ot+Scn"
"H6","159 OTE S8","EGF1a","Unknown","SYBR",25.2452716827393,"3","Ot+Scn"
"H8","192 OTE S9","EGF1a","Unknown","SYBR",25.3299808502197,"3","Ot+Scn"
"H9","192 OTE S9","EGF1a","Unknown","SYBR",25.0950050354004,"3","Ot+Scn"
"H12","NT","EGF1a","NTC","SYBR",NA,"3","Ot+Scn"
"A2","17 SCN S10","EGF1a","Unknown","SYBR",24.6088771820068,"4","Ot+Scn"
"A3","17 SCN S10","EGF1a","Unknown","SYBR",24.9572353363037,"4","Ot+Scn"
"A4","25 SCN S11","EGF1a","Unknown","SYBR",22.9189338684082,"4","Ot+Scn"
"A5","25 SCN S11","EGF1a","Unknown","SYBR",22.6233463287354,"4","Ot+Scn"
"A7","41 OTE S12","EGF1a","Unknown","SYBR",22.4858074188232,"4","Ot+Scn"
"A8","41 OTE S12","EGF1a","Unknown","SYBR",22.0972385406494,"4","Ot+Scn"
"A12","IRC","EGF1a","IRC","SYBR",23.714485168457,"4","Ot+Scn"
"B1","44 OTE S10","EGF1a","Unknown","SYBR",23.7890892028809,"4","Ot+Scn"
"B2","44 OTE S10","EGF1a","Unknown","SYBR",23.9291286468506,"4","Ot+Scn"
"B4","33 OTE S11","EGF1a","Unknown","SYBR",22.9579010009766,"4","Ot+Scn"
"B5","33 OTE S11","EGF1a","Unknown","SYBR",23.0248050689697,"4","Ot+Scn"
"B6","33 OTE S11","EGF1a","Unknown","SYBR",23.2126369476318,"4","Ot+Scn"
"B8","45 SCN S12","EGF1a","Unknown","SYBR",22.4506378173828,"4","Ot+Scn"
"B9","45 SCN S12","EGF1a","Unknown","SYBR",22.4470233917236,"4","Ot+Scn"
"B12","IRC","EGF1a","IRC","SYBR",23.6613426208496,"4","Ot+Scn"
"C1","64 OTE S10","EGF1a","Unknown","SYBR",23.5914554595947,"4","Ot+Scn"
"C3","64 OTE S10","EGF1a","Unknown","SYBR",23.7029247283936,"4","Ot+Scn"
"C4","69 OTE S11","EGF1a","Unknown","SYBR",22.2669353485107,"4","Ot+Scn"
"C5","69 OTE S11","EGF1a","Unknown","SYBR",22.2514476776123,"4","Ot+Scn"
"C6","69 OTE S11","EGF1a","Unknown","SYBR",22.0654621124268,"4","Ot+Scn"
"C8","68 OTE S12","EGF1a","Unknown","SYBR",22.8702793121338,"4","Ot+Scn"
"C9","68 OTE S12","EGF1a","Unknown","SYBR",22.8303642272949,"4","Ot+Scn"
"C12","IRC","EGF1a","IRC","SYBR",23.6086330413818,"4","Ot+Scn"
"D1","95 SCN S10","EGF1a","Unknown","SYBR",25.169017791748,"4","Ot+Scn"
"D2","95 SCN S10","EGF1a","Unknown","SYBR",25.0781707763672,"4","Ot+Scn"
"D4","84 SCN S11","EGF1a","Unknown","SYBR",23.2047328948975,"4","Ot+Scn"
"D5","84 SCN S11","EGF1a","Unknown","SYBR",23.3344612121582,"4","Ot+Scn"
"D6","84 SCN S11","EGF1a","Unknown","SYBR",23.1462249755859,"4","Ot+Scn"
"D7","76 SCN S12","EGF1a","Unknown","SYBR",22.9155902862549,"4","Ot+Scn"
"D8","76 SCN S12","EGF1a","Unknown","SYBR",22.8890590667725,"4","Ot+Scn"
"D9","76 SCN S12","EGF1a","Unknown","SYBR",22.8154487609863,"4","Ot+Scn"
"E2","102 OTE S10","EGF1a","Unknown","SYBR",23.9744434356689,"4","Ot+Scn"
"E3","102 OTE S10","EGF1a","Unknown","SYBR",23.6604557037354,"4","Ot+Scn"
"E4","106 OTE S11","EGF1a","Unknown","SYBR",22.9681510925293,"4","Ot+Scn"
"E6","106 OTE S11","EGF1a","Unknown","SYBR",22.9714488983154,"4","Ot+Scn"
"E7","114 SCN S12","EGF1a","Unknown","SYBR",23.8460388183594,"4","Ot+Scn"
"E8","114 SCN S12","EGF1a","Unknown","SYBR",23.9717769622803,"4","Ot+Scn"
"E9","114 SCN S12","EGF1a","Unknown","SYBR",23.7959365844727,"4","Ot+Scn"
"F1","123 SCN S10","EGF1a","Unknown","SYBR",25.6954040527344,"4","Ot+Scn"
"F2","123 SCN S10","EGF1a","Unknown","SYBR",25.3491096496582,"4","Ot+Scn"
"F3","123 SCN S10","EGF1a","Unknown","SYBR",25.1176242828369,"4","Ot+Scn"
"F5","128 SCN S11","EGF1a","Unknown","SYBR",24.4168872833252,"4","Ot+Scn"
"F6","128 SCN S11","EGF1a","Unknown","SYBR",24.3228740692139,"4","Ot+Scn"
"F7","142 OTE S12","EGF1a","Unknown","SYBR",23.7830410003662,"4","Ot+Scn"
"F8","142 OTE S12","EGF1a","Unknown","SYBR",23.4313697814941,"4","Ot+Scn"
"F9","142 OTE S12","EGF1a","Unknown","SYBR",23.582405090332,"4","Ot+Scn"
"F12","NT","EGF1a","NTC","SYBR",NA,"4","Ot+Scn"
"G1","149 SCN S10","EGF1a","Unknown","SYBR",24.2856826782227,"4","Ot+Scn"
"G2","149 SCN S10","EGF1a","Unknown","SYBR",24.003719329834,"4","Ot+Scn"
"G3","149 SCN S10","EGF1a","Unknown","SYBR",23.8786487579346,"4","Ot+Scn"
"G4","160 OTE S11","EGF1a","Unknown","SYBR",23.5723285675049,"4","Ot+Scn"
"G5","160 OTE S11","EGF1a","Unknown","SYBR",23.7203884124756,"4","Ot+Scn"
"G6","160 OTE S11","EGF1a","Unknown","SYBR",23.3922481536865,"4","Ot+Scn"
"G7","151 SCN S12","EGF1a","Unknown","SYBR",23.8694038391113,"4","Ot+Scn"
"G8","151 SCN S12","EGF1a","Unknown","SYBR",24.3006477355957,"4","Ot+Scn"
"G9","151 SCN S12","EGF1a","Unknown","SYBR",23.530179977417,"4","Ot+Scn"
"H2","163 OTE S10","EGF1a","Unknown","SYBR",24.2965869903564,"4","Ot+Scn"
"H3","163 OTE S10","EGF1a","Unknown","SYBR",24.5295581817627,"4","Ot+Scn"
"H4","182 SCN S11","EGF1a","Unknown","SYBR",25.0798969268799,"4","Ot+Scn"
"H5","182 SCN S11","EGF1a","Unknown","SYBR",25.0072708129883,"4","Ot+Scn"
"H6","182 SCN S11","EGF1a","Unknown","SYBR",24.8825016021729,"4","Ot+Scn"
"H7","184 OTE S12","EGF1a","Unknown","SYBR",24.3032722473145,"4","Ot+Scn"
"H8","184 OTE S12","EGF1a","Unknown","SYBR",24.4227561950684,"4","Ot+Scn"
"H12","NT","EGF1a","NTC","SYBR",NA,"4","Ot+Scn"
"A1","28 BW S1","Ta54227","Unknown","SYBR",27.9158744812012,"1","BW+BS"
"A2","28 BW S1","Ta54227","Unknown","SYBR",27.7227153778076,"1","BW+BS"
"A3","28 BW S1","Ta54227","Unknown","SYBR",27.6211280822754,"1","BW+BS"
"A4","7 BW S2","Ta54227","Unknown","SYBR",25.9188137054443,"1","BW+BS"
"A5","7 BW S2","Ta54227","Unknown","SYBR",26.0122299194336,"1","BW+BS"
"A6","7 BW S2","Ta54227","Unknown","SYBR",25.8338642120361,"1","BW+BS"
"A7","3 BS S3","Ta54227","Unknown","SYBR",25.9563083648682,"1","BW+BS"
"A8","3 BS S3","Ta54227","Unknown","SYBR",25.9511032104492,"1","BW+BS"
"A9","3 BS S3","Ta54227","Unknown","SYBR",26.0351505279541,"1","BW+BS"
"A12","Otane IRC","Ta54227","IRC","SYBR",26.9255561828613,"1","BW+BS"
"B1","31 BS S1","Ta54227","Unknown","SYBR",25.6659526824951,"1","BW+BS"
"B2","31 BS S1","Ta54227","Unknown","SYBR",25.6801414489746,"1","BW+BS"
"B3","31 BS S1","Ta54227","Unknown","SYBR",25.6781406402588,"1","BW+BS"
"B4","37 BS S2","Ta54227","Unknown","SYBR",24.9522323608398,"1","BW+BS"
"B5","37 BS S2","Ta54227","Unknown","SYBR",25.0369243621826,"1","BW+BS"
"B6","37 BS S2","Ta54227","Unknown","SYBR",24.9523792266846,"1","BW+BS"
"B7","29 BW S3","Ta54227","Unknown","SYBR",26.0226669311523,"1","BW+BS"
"B8","29 BW S3","Ta54227","Unknown","SYBR",26.1986827850342,"1","BW+BS"
"B9","29 BW S3","Ta54227","Unknown","SYBR",26.2439804077148,"1","BW+BS"
"B12","Otane IRC","Ta54227","IRC","SYBR",27.0347785949707,"1","BW+BS"
"C1","55 BS S1","Ta54227","Unknown","SYBR",26.9657764434814,"1","BW+BS"
"C2","55 BS S1","Ta54227","Unknown","SYBR",27.0726566314697,"1","BW+BS"
"C3","55 BS S1","Ta54227","Unknown","SYBR",27.2355632781982,"1","BW+BS"
"C4","51 BW S2","Ta54227","Unknown","SYBR",25.033296585083,"1","BW+BS"
"C5","51 BW S2","Ta54227","Unknown","SYBR",25.0984878540039,"1","BW+BS"
"C6","51 BW S2","Ta54227","Unknown","SYBR",25.0275554656982,"1","BW+BS"
"C7","87 BW S3","Ta54227","Unknown","SYBR",25.4903545379639,"1","BW+BS"
"C8","87 BW S3","Ta54227","Unknown","SYBR",25.6010074615479,"1","BW+BS"
"C9","87 BW S3","Ta54227","Unknown","SYBR",25.6225204467773,"1","BW+BS"
"C12","Otane IRC","Ta54227","IRC","SYBR",26.9099216461182,"1","BW+BS"
"D1","65 BW S1","Ta54227","Unknown","SYBR",27.6730289459229,"1","BW+BS"
"D2","65 BW S1","Ta54227","Unknown","SYBR",27.7379493713379,"1","BW+BS"
"D3","65 BW S1","Ta54227","Unknown","SYBR",27.4884052276611,"1","BW+BS"
"D4","80 BS S2","Ta54227","Unknown","SYBR",25.3879013061523,"1","BW+BS"
"D5","80 BS S2","Ta54227","Unknown","SYBR",25.157283782959,"1","BW+BS"
"D6","80 BS S2","Ta54227","Unknown","SYBR",25.274621963501,"1","BW+BS"
"D7","92 BS S3","Ta54227","Unknown","SYBR",25.9627914428711,"1","BW+BS"
"D8","92 BS S3","Ta54227","Unknown","SYBR",25.917552947998,"1","BW+BS"
"D9","92 BS S3","Ta54227","Unknown","SYBR",25.9669170379639,"1","BW+BS"
"E1","98 BS S1","Ta54227","Unknown","SYBR",26.4986839294434,"1","BW+BS"
"E2","98 BS S1","Ta54227","Unknown","SYBR",26.5843448638916,"1","BW+BS"
"E3","98 BS S1","Ta54227","Unknown","SYBR",26.4858722686768,"1","BW+BS"
"E4","124 BW S2","Ta54227","Unknown","SYBR",26.1245193481445,"1","BW+BS"
"E5","124 BW S2","Ta54227","Unknown","SYBR",26.2801570892334,"1","BW+BS"
"E6","124 BW S2","Ta54227","Unknown","SYBR",26.1750202178955,"1","BW+BS"
"E7","101 BS S3","Ta54227","Unknown","SYBR",25.3357124328613,"1","BW+BS"
"E8","101 BS S3","Ta54227","Unknown","SYBR",25.2862529754639,"1","BW+BS"
"E9","101 BS S3","Ta54227","Unknown","SYBR",25.3029727935791,"1","BW+BS"
"F1","144 BW S1","Ta54227","Unknown","SYBR",27.132568359375,"1","BW+BS"
"F2","144 BW S1","Ta54227","Unknown","SYBR",26.9982509613037,"1","BW+BS"
"F3","144 BW S1","Ta54227","Unknown","SYBR",26.9311065673828,"1","BW+BS"
"F4","139 BS S2","Ta54227","Unknown","SYBR",25.7241840362549,"1","BW+BS"
"F5","139 BS S2","Ta54227","Unknown","SYBR",25.7461814880371,"1","BW+BS"
"F6","139 BS S2","Ta54227","Unknown","SYBR",25.8994827270508,"1","BW+BS"
"F7","115 BW S3","Ta54227","Unknown","SYBR",25.5935573577881,"1","BW+BS"
"F8","115 BW S3","Ta54227","Unknown","SYBR",25.454122543335,"1","BW+BS"
"F9","115 BW S3","Ta54227","Unknown","SYBR",25.5538005828857,"1","BW+BS"
"F12","NT","Ta54227","NTC","SYBR",NA,"1","BW+BS"
"G1","150 BW S1","Ta54227","Unknown","SYBR",27.1337795257568,"1","BW+BS"
"G2","150 BW S1","Ta54227","Unknown","SYBR",27.3292789459229,"1","BW+BS"
"G3","150 BW S1","Ta54227","Unknown","SYBR",27.1887454986572,"1","BW+BS"
"G4","158 BW S2","Ta54227","Unknown","SYBR",25.4543151855469,"1","BW+BS"
"G5","158 BW S2","Ta54227","Unknown","SYBR",25.360710144043,"1","BW+BS"
"G6","158 BW S2","Ta54227","Unknown","SYBR",25.3974838256836,"1","BW+BS"
"G7","155 BW S3","Ta54227","Unknown","SYBR",26.7611465454102,"1","BW+BS"
"G8","155 BW S3","Ta54227","Unknown","SYBR",26.6618270874023,"1","BW+BS"
"G9","155 BW S3","Ta54227","Unknown","SYBR",26.7414493560791,"1","BW+BS"
"G12","NT","Ta54227","NTC","SYBR",NA,"1","BW+BS"
"H1","185 BS S1","Ta54227","Unknown","SYBR",25.9990711212158,"1","BW+BS"
"H2","185 BS S1","Ta54227","Unknown","SYBR",26.0650005340576,"1","BW+BS"
"H3","185 BS S1","Ta54227","Unknown","SYBR",26.0138206481934,"1","BW+BS"
"H4","161 BS S2","Ta54227","Unknown","SYBR",27.1102066040039,"1","BW+BS"
"H5","161 BS S2","Ta54227","Unknown","SYBR",26.9993839263916,"1","BW+BS"
"H6","161 BS S2","Ta54227","Unknown","SYBR",27.0244998931885,"1","BW+BS"
"H7","189 BS S3","Ta54227","Unknown","SYBR",27.0999126434326,"1","BW+BS"
"H8","189 BS S3","Ta54227","Unknown","SYBR",26.883243560791,"1","BW+BS"
"H9","189 BS S3","Ta54227","Unknown","SYBR",26.8617057800293,"1","BW+BS"
"H12","NT","Ta54227","NTC","SYBR",NA,"1","BW+BS"
"A2","6 BS S4","Ta54227","Unknown","SYBR",26.4303646087646,"2","BW+BS"
"A3","6 BS S4","Ta54227","Unknown","SYBR",26.500804901123,"2","BW+BS"
"A4","4 BW S5","Ta54227","Unknown","SYBR",25.8238334655762,"2","BW+BS"
"A5","4 BW S5","Ta54227","Unknown","SYBR",25.8980312347412,"2","BW+BS"
"A6","4 BW S5","Ta54227","Unknown","SYBR",25.7973079681396,"2","BW+BS"
"A7","38 BW S6","Ta54227","Unknown","SYBR",25.5742282867432,"2","BW+BS"
"A8","38 BW S6","Ta54227","Unknown","SYBR",25.6107902526855,"2","BW+BS"
"A12","Otane IRC","Ta54227","IRC","SYBR",27.0370826721191,"2","BW+BS"
"B1","13 BW S4","Ta54227","Unknown","SYBR",25.528772354126,"2","BW+BS"
"B2","13 BW S4","Ta54227","Unknown","SYBR",25.4735507965088,"2","BW+BS"
"B3","13 BW S4","Ta54227","Unknown","SYBR",25.5727138519287,"2","BW+BS"
"B4","20 BS S5","Ta54227","Unknown","SYBR",25.5623092651367,"2","BW+BS"
"B5","20 BS S5","Ta54227","Unknown","SYBR",25.5793437957764,"2","BW+BS"
"B6","20 BS S5","Ta54227","Unknown","SYBR",25.6044139862061,"2","BW+BS"
"B7","46 BS S6","Ta54227","Unknown","SYBR",25.9493045806885,"2","BW+BS"
"B8","46 BS S6","Ta54227","Unknown","SYBR",25.9380779266357,"2","BW+BS"
"B9","46 BS S6","Ta54227","Unknown","SYBR",25.7601451873779,"2","BW+BS"
"B12","Otane IRC","Ta54227","IRC","SYBR",26.9189910888672,"2","BW+BS"
"C1","83 BW S4","Ta54227","Unknown","SYBR",25.4461765289307,"2","BW+BS"
"C2","83 BW S4","Ta54227","Unknown","SYBR",25.4347152709961,"2","BW+BS"
"C3","83 BW S4","Ta54227","Unknown","SYBR",25.5632438659668,"2","BW+BS"
"C4","61 BW S5","Ta54227","Unknown","SYBR",25.9425849914551,"2","BW+BS"
"C5","61 BW S5","Ta54227","Unknown","SYBR",25.775032043457,"2","BW+BS"
"C6","61 BW S5","Ta54227","Unknown","SYBR",25.8073902130127,"2","BW+BS"
"C7","74 BW S6","Ta54227","Unknown","SYBR",25.3820381164551,"2","BW+BS"
"C8","74 BW S6","Ta54227","Unknown","SYBR",25.405345916748,"2","BW+BS"
"C9","74 BW S6","Ta54227","Unknown","SYBR",25.4995670318604,"2","BW+BS"
"C12","Otane IRC","Ta54227","IRC","SYBR",26.8440208435059,"2","BW+BS"
"D1","93 BS S4","Ta54227","Unknown","SYBR",25.8544120788574,"2","BW+BS"
"D2","93 BS S4","Ta54227","Unknown","SYBR",25.6597099304199,"2","BW+BS"
"D3","93 BS S4","Ta54227","Unknown","SYBR",25.704891204834,"2","BW+BS"
"D4","86 BS S5","Ta54227","Unknown","SYBR",25.5398635864258,"2","BW+BS"
"D5","86 BS S5","Ta54227","Unknown","SYBR",25.4356479644775,"2","BW+BS"
"D6","86 BS S5","Ta54227","Unknown","SYBR",25.5556602478027,"2","BW+BS"
"D7","88 BS S6","Ta54227","Unknown","SYBR",25.4395370483398,"2","BW+BS"
"D8","88 BS S6","Ta54227","Unknown","SYBR",25.3037261962891,"2","BW+BS"
"D9","88 BS S6","Ta54227","Unknown","SYBR",25.39599609375,"2","BW+BS"
"E1","99 BS S4","Ta54227","Unknown","SYBR",25.5363636016846,"2","BW+BS"
"E2","99 BS S4","Ta54227","Unknown","SYBR",25.5281829833984,"2","BW+BS"
"E3","99 BS S4","Ta54227","Unknown","SYBR",25.4650993347168,"2","BW+BS"
"E4","109 BS S5","Ta54227","Unknown","SYBR",25.9474086761475,"2","BW+BS"
"E5","109 BS S5","Ta54227","Unknown","SYBR",25.9708786010742,"2","BW+BS"
"E6","109 BS S5","Ta54227","Unknown","SYBR",25.9237327575684,"2","BW+BS"
"E7","100 BS S6","Ta54227","Unknown","SYBR",25.8087120056152,"2","BW+BS"
"E8","100 BS S6","Ta54227","Unknown","SYBR",25.8817920684814,"2","BW+BS"
"E9","100 BS S6","Ta54227","Unknown","SYBR",25.8106708526611,"2","BW+BS"
"F1","107 BW S4","Ta54227","Unknown","SYBR",26.7164306640625,"2","BW+BS"
"F2","107 BW S4","Ta54227","Unknown","SYBR",26.6071376800537,"2","BW+BS"
"F3","107 BW S4","Ta54227","Unknown","SYBR",26.5221481323242,"2","BW+BS"
"F4","138 BW S5","Ta54227","Unknown","SYBR",26.2362823486328,"2","BW+BS"
"F5","138 BW S5","Ta54227","Unknown","SYBR",26.1765918731689,"2","BW+BS"
"F6","138 BW S5","Ta54227","Unknown","SYBR",26.1606693267822,"2","BW+BS"
"F7","131 BW S6","Ta54227","Unknown","SYBR",25.9970874786377,"2","BW+BS"
"F9","131 BW S6","Ta54227","Unknown","SYBR",25.9831809997559,"2","BW+BS"
"F12","NT","Ta54227","NTC","SYBR",NA,"2","BW+BS"
"G1","152 BW S4","Ta54227","Unknown","SYBR",26.7473831176758,"2","BW+BS"
"G2","152 BW S4","Ta54227","Unknown","SYBR",26.6438484191895,"2","BW+BS"
"G3","152 BW S4","Ta54227","Unknown","SYBR",26.7956867218018,"2","BW+BS"
"G4","166 BW S5","Ta54227","Unknown","SYBR",26.0128479003906,"2","BW+BS"
"G5","166 BW S5","Ta54227","Unknown","SYBR",26.0608501434326,"2","BW+BS"
"G6","166 BW S5","Ta54227","Unknown","SYBR",26.0463752746582,"2","BW+BS"
"G7","156 BS S6","Ta54227","Unknown","SYBR",25.9228916168213,"2","BW+BS"
"G8","156 BS S6","Ta54227","Unknown","SYBR",25.8971252441406,"2","BW+BS"
"G9","156 BS S6","Ta54227","Unknown","SYBR",26.0296955108643,"2","BW+BS"
"G12","NT","Ta54227","NTC","SYBR",NA,"2","BW+BS"
"H1","171 BS S4","Ta54227","Unknown","SYBR",27.1683864593506,"2","BW+BS"
"H2","171 BS S4","Ta54227","Unknown","SYBR",27.0853996276855,"2","BW+BS"
"H3","171 BS S4","Ta54227","Unknown","SYBR",26.9599132537842,"2","BW+BS"
"H4","172 BS S5","Ta54227","Unknown","SYBR",25.7597637176514,"2","BW+BS"
"H5","172 BS S5","Ta54227","Unknown","SYBR",25.778392791748,"2","BW+BS"
"H6","172 BS S5","Ta54227","Unknown","SYBR",25.7532119750977,"2","BW+BS"
"H7","176 BW S6","Ta54227","Unknown","SYBR",25.9695281982422,"2","BW+BS"
"H8","176 BW S6","Ta54227","Unknown","SYBR",25.854118347168,"2","BW+BS"
"H9","176 BW S6","Ta54227","Unknown","SYBR",25.9577121734619,"2","BW+BS"
"H12","NT","Ta54227","NTC","SYBR",NA,"2","BW+BS"
"A1","26 BW S7","Ta54227","Unknown","SYBR",25.4391651153564,"3","BW+BS"
"A2","26 BW S7","Ta54227","Unknown","SYBR",25.2513904571533,"3","BW+BS"
"A3","26 BW S7","Ta54227","Unknown","SYBR",25.1715908050537,"3","BW+BS"
"A4","9 BS S8","Ta54227","Unknown","SYBR",25.3298091888428,"3","BW+BS"
"A5","9 BS S8","Ta54227","Unknown","SYBR",25.4966068267822,"3","BW+BS"
"A6","9 BS S8","Ta54227","Unknown","SYBR",25.676872253418,"3","BW+BS"
"A7","19 BS S9","Ta54227","Unknown","SYBR",25.5944747924805,"3","BW+BS"
"A8","19 BS S9","Ta54227","Unknown","SYBR",25.6529293060303,"3","BW+BS"
"A9","19 BS S9","Ta54227","Unknown","SYBR",25.5876579284668,"3","BW+BS"
"B1","47 BS S7","Ta54227","Unknown","SYBR",25.8203544616699,"3","BW+BS"
"B2","47 BS S7","Ta54227","Unknown","SYBR",25.8107318878174,"3","BW+BS"
"B4","32 BW S8","Ta54227","Unknown","SYBR",24.9112224578857,"3","BW+BS"
"B5","32 BW S8","Ta54227","Unknown","SYBR",24.9050636291504,"3","BW+BS"
"B6","32 BW S8","Ta54227","Unknown","SYBR",24.9512252807617,"3","BW+BS"
"B7","24 BW S9","Ta54227","Unknown","SYBR",25.0897808074951,"3","BW+BS"
"B8","24 BW S9","Ta54227","Unknown","SYBR",24.9736633300781,"3","BW+BS"
"B9","24 BW S9","Ta54227","Unknown","SYBR",25.1619338989258,"3","BW+BS"
"B12","Otane IRC","Ta54227","IRC","SYBR",26.9365634918213,"3","BW+BS"
"C1","56 BS S7","Ta54227","Unknown","SYBR",25.1162815093994,"3","BW+BS"
"C2","56 BS S7","Ta54227","Unknown","SYBR",25.1058406829834,"3","BW+BS"
"C3","56 BS S7","Ta54227","Unknown","SYBR",25.2164649963379,"3","BW+BS"
"C4","75 BW S8","Ta54227","Unknown","SYBR",25.3855419158936,"3","BW+BS"
"C5","75 BW S8","Ta54227","Unknown","SYBR",25.4192562103271,"3","BW+BS"
"C6","75 BW S8","Ta54227","Unknown","SYBR",25.4505043029785,"3","BW+BS"
"C7","85 BS S9","Ta54227","Unknown","SYBR",25.3073387145996,"3","BW+BS"
"C8","85 BS S9","Ta54227","Unknown","SYBR",25.3789005279541,"3","BW+BS"
"C9","85 BS S9","Ta54227","Unknown","SYBR",25.3482608795166,"3","BW+BS"
"C12","Otane IRC","Ta54227","IRC","SYBR",26.8052024841309,"3","BW+BS"
"D1","79 BW S7","Ta54227","Unknown","SYBR",24.8829803466797,"3","BW+BS"
"D2","79 BW S7","Ta54227","Unknown","SYBR",24.9634265899658,"3","BW+BS"
"D3","79 BW S7","Ta54227","Unknown","SYBR",24.9087085723877,"3","BW+BS"
"D4","77 BS S8","Ta54227","Unknown","SYBR",25.0764446258545,"3","BW+BS"
"D5","77 BS S8","Ta54227","Unknown","SYBR",25.0954456329346,"3","BW+BS"
"D6","77 BS S8","Ta54227","Unknown","SYBR",25.1598510742188,"3","BW+BS"
"D7","91 BW S9","Ta54227","Unknown","SYBR",25.0823783874512,"3","BW+BS"
"D8","91 BW S9","Ta54227","Unknown","SYBR",25.0452270507812,"3","BW+BS"
"D9","91 BW S9","Ta54227","Unknown","SYBR",25.0964736938477,"3","BW+BS"
"E1","120 BW S7","Ta54227","Unknown","SYBR",25.5185413360596,"3","BW+BS"
"E2","120 BW S7","Ta54227","Unknown","SYBR",25.3873023986816,"3","BW+BS"
"E3","120 BW S7","Ta54227","Unknown","SYBR",25.4240970611572,"3","BW+BS"
"E4","113 BS S8","Ta54227","Unknown","SYBR",24.9632225036621,"3","BW+BS"
"E5","113 BS S8","Ta54227","Unknown","SYBR",24.779935836792,"3","BW+BS"
"E6","113 BS S8","Ta54227","Unknown","SYBR",25.1091461181641,"3","BW+BS"
"E7","110 BS S9","Ta54227","Unknown","SYBR",25.0861282348633,"3","BW+BS"
"E8","110 BS S9","Ta54227","Unknown","SYBR",25.1689357757568,"3","BW+BS"
"E9","110 BS S9","Ta54227","Unknown","SYBR",25.1764793395996,"3","BW+BS"
"F1","121 BS S7","Ta54227","Unknown","SYBR",25.43115234375,"3","BW+BS"
"F2","121 BS S7","Ta54227","Unknown","SYBR",25.3857173919678,"3","BW+BS"
"F3","121 BS S7","Ta54227","Unknown","SYBR",25.3826236724854,"3","BW+BS"
"F4","116 BW S8","Ta54227","Unknown","SYBR",25.3557453155518,"3","BW+BS"
"F5","116 BW S8","Ta54227","Unknown","SYBR",25.2812423706055,"3","BW+BS"
"F6","116 BW S8","Ta54227","Unknown","SYBR",25.2682704925537,"3","BW+BS"
"F7","127 BW S9","Ta54227","Unknown","SYBR",24.7960205078125,"3","BW+BS"
"F8","127 BW S9","Ta54227","Unknown","SYBR",24.7540855407715,"3","BW+BS"
"F9","127 BW S9","Ta54227","Unknown","SYBR",24.717435836792,"3","BW+BS"
"F12","NT","Ta54227","NTC","SYBR",NA,"3","BW+BS"
"G1","145 BS S7","Ta54227","Unknown","SYBR",25.602725982666,"3","BW+BS"
"G2","145 BS S7","Ta54227","Unknown","SYBR",25.4512882232666,"3","BW+BS"
"G3","145 BS S7","Ta54227","Unknown","SYBR",25.5299911499023,"3","BW+BS"
"G4","165 BW S8","Ta54227","Unknown","SYBR",25.3868083953857,"3","BW+BS"
"G5","165 BW S8","Ta54227","Unknown","SYBR",25.4688568115234,"3","BW+BS"
"G6","165 BW S8","Ta54227","Unknown","SYBR",25.5460643768311,"3","BW+BS"
"G7","178 BW S9","Ta54227","Unknown","SYBR",25.2249584197998,"3","BW+BS"
"G8","178 BW S9","Ta54227","Unknown","SYBR",25.0885334014893,"3","BW+BS"
"G9","178 BW S9","Ta54227","Unknown","SYBR",25.1667137145996,"3","BW+BS"
"G12","NT","Ta54227","NTC","SYBR",NA,"3","BW+BS"
"H1","147 BW S7","Ta54227","Unknown","SYBR",25.3128643035889,"3","BW+BS"
"H2","147 BW S7","Ta54227","Unknown","SYBR",25.3826026916504,"3","BW+BS"
"H3","147 BW S7","Ta54227","Unknown","SYBR",25.2425289154053,"3","BW+BS"
"H4","167 BS S8","Ta54227","Unknown","SYBR",25.8377704620361,"3","BW+BS"
"H5","167 BS S8","Ta54227","Unknown","SYBR",25.9431552886963,"3","BW+BS"
"H6","167 BS S8","Ta54227","Unknown","SYBR",25.8542194366455,"3","BW+BS"
"H7","187 BS S9","Ta54227","Unknown","SYBR",26.1896743774414,"3","BW+BS"
"H8","187 BS S9","Ta54227","Unknown","SYBR",25.9844932556152,"3","BW+BS"
"H9","187 BS S9","Ta54227","Unknown","SYBR",26.1036014556885,"3","BW+BS"
"H12","NT","Ta54227","NTC","SYBR",NA,"3","BW+BS"
"A1","2 BS S10","Ta54227","Unknown","SYBR",27.0175895690918,"4","BW+BS"
"A2","2 BS S10","Ta54227","Unknown","SYBR",26.968957901001,"4","BW+BS"
"A3","2 BS S10","Ta54227","Unknown","SYBR",27.1576480865479,"4","BW+BS"
"A4","11 BW S11","Ta54227","Unknown","SYBR",26.2917194366455,"4","BW+BS"
"A5","11 BW S11","Ta54227","Unknown","SYBR",26.2526245117188,"4","BW+BS"
